country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Tunisia,51,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,6.12,6.21,6.31,6.4,6.49,6.57,6.66,6.76,6.86,6.96,7.09,7.19,7.32,7.43,7.55,7.66,7.79,7.92,8.03,8.16,8.28,8.4,8.52,,
Uganda,52,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.45,1.65,1.57,1.88,2.07,2.37,2.15,2.67,2.89,2.77,3.15,3.86,4.06,4.39,4.29,4.61,5.4,6.32,7.58,7.88,8.25,9,10.35,,
Zambia,53,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.61,1.78,1.78,1.97,2.03,2.3,2.44,2.31,2.77,2.95,2.71,3.34,3.57,3.81,3.97,4.57,4.93,5.52,5.85,6.36,6.88,7.45,7.91,,
Zimbabwe,54,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,3.53,3.61,3.69,3.71,3.73,3.76,4.07,3.84,3.87,4.19,3.99,3.95,4.12,4.2,4.18,4.15,4.47,4.56,4.65,4.76,4.87,4.99,5.04,,
Algeria,1,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.44,0.44,0.45,0.45,0.46,0.47,0.44,0.45,0.24,0.43,0.4,0.37,0.45,0.31,0.27,0.24,0.24,0.21,0.17,0.21,0.13,0.09,0,,
Angola,2,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,12.46,13.59,12.95,13.22,13.51,13.8,14.08,13.12,13.38,14.93,15.19,15.84,15.74,16.01,18.31,16.16,16.77,17.01,16.83,17.29,17.4,17.56,18.02,,
Benin,3,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,5.39,5.53,5.59,5.69,5.8,5.9,5.92,6.09,6.17,6.26,6.05,5.97,5.99,6.53,6.78,7.45,6.85,7.32,7.01,7.08,7.15,7.22,5.56,,
Botswana,4,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.27,1.32,1.3,1.21,1.18,1.16,1.14,1.11,1.08,1.12,0.97,0.96,0.92,0.89,0.87,0.84,0.81,0.75,0.74,0.71,0.68,0.65,0.6,,
Burkina Faso,5,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,10.55,10.81,11.08,11.21,11.64,11.93,12.22,12.54,12.85,13.23,13.56,13.7,14.07,14.44,14.21,15.18,15.55,15.93,16.91,16.74,17.04,17.41,17.79,,
Burundi,6,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,6.24,6.37,6.53,6.72,6.92,7.19,7.47,7.57,7.82,8.03,8.3,8.48,8.71,8.94,9.2,9.39,9.63,9.85,10.15,10.44,10.85,11.05,11.37,,
Cameroon,7,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,9.01,8.43,9.01,9.07,8.97,9.2,9.13,9.53,9.34,9.39,9.43,9.5,9.44,9.46,9.61,9.45,9.42,9.41,9.33,9.32,9.27,9.21,7.91,,
Cape Verde,8,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.18,0.18,0.19,0.17,0.16,0.16,0.15,0.14,0.14,0.13,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.06,0.05,0.05,0.04,0.03,0.02,,
Central African Republic,9,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,3.53,3.61,3.67,3.72,3.77,3.82,3.87,3.92,4.02,3.99,4.01,4.01,4,3.98,3.97,3.97,3.98,4,4.05,4.14,4.16,4.23,4.33,,
Chad,10,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,8.08,8.37,8.66,8.97,9.37,9.58,9.89,10.18,10.48,10.78,11.13,11.18,11.71,12.07,12.43,12.93,13.12,13.28,13.8,14.49,14.51,14.87,15.24,,
Comoros,11,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.33,0.32,0.31,0.31,0.31,0.3,0.29,0.29,0.28,0.27,0.21,0.22,0.22,0.23,0.21,0.2,0.19,0.17,0.16,0.14,0.13,0.11,0.09,,
Congo Democratic Republic,12,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,43.92,44.96,46,47.12,48.26,51.47,50.78,49.54,53.37,54.73,56.14,57.57,58.36,60.48,63.77,63.55,65.11,66.7,68.3,70.16,71.51,73.13,74.75,,
Congo Republic,13,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,2.28,2.31,2.34,2.38,2.42,2.46,2.5,2.55,2.6,2.68,2.63,2.67,2.71,2.73,2.76,2.78,2.8,2.83,2.86,2.9,2.92,2.93,2.96,,
Cote d'Ivoire,14,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,8.56,8.57,8.44,8.57,8.57,7.54,7.44,8.53,7.74,8.51,8.49,9.24,9.47,8.46,8.58,8.64,8.46,8.36,8.19,8.02,7.88,7.75,8.14,,
Djibouti,15,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.32,0.32,0.38,0.33,0.33,0.34,0.35,0.35,0.35,0.35,0.36,0.36,0.4,0.37,0.37,0.38,0.38,0.38,0.37,0.35,0.35,0.35,0.36,,
Egypt,16,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.61,1.85,1.81,0.89,1.66,0.46,0.78,1.27,0.16,0.91,0.5,0.52,0.26,0.09,0.18,0.66,0,0,0,0,0,0,0,,
Equatorial Guinea,17,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.22,0.22,0.23,0.24,0.25,0.27,0.28,0.29,0.3,0.31,0.32,0.34,0.36,0.37,0.38,0.4,0.41,0.43,0.44,0.45,0.47,0.48,0.49,,
Eritrea,18,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,2.4,2.44,2.45,2.53,2.57,2.6,2.62,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.63,2.64,2.64,2.64,2.64,2.64,2.53,,
Eswatini,19,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.84,0.78,0.8,0.78,0.75,0.73,0.73,0.69,0.67,0.72,0.65,0.6,0.57,0.54,0.45,0.47,0.49,0.36,0.36,0.33,0.29,0.25,0.26,,
Ethiopia,20,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,58.09,61.51,62.11,62.75,63.28,65.99,64.18,64.56,64.88,65.17,65.34,69.34,65.64,65.66,70.88,70.91,58.47,58.46,59.36,57.27,55.14,52.85,53.13,,
Gabon,21,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.33,0.29,0.29,0.29,0.28,0.26,0.28,0.28,0.28,0.27,0.18,0.19,0.19,0.25,0.24,0.25,0.24,0.28,0.22,0.2,0.19,0.18,0.15,,
Gambia,22,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.81,0.89,0.9,0.98,0.91,1,0.92,0.93,0.93,0.93,0.9,0.9,0.9,0.9,0.9,0.9,0.89,0.92,0.86,0.84,0.87,0.86,0.84,,
Ghana,23,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,10.66,10.72,10.6,10.57,10.33,12.65,9.93,9.78,9.2,9.3,8.78,9.02,11.19,7.72,5.85,7.17,5.84,6.06,5.77,4.97,4.49,4.3,4.77,,
Guinea,24,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,7.47,7.5,7.52,7.55,7.57,7.72,7.63,7.66,7.7,7.74,7.76,7.78,8.33,7.82,7.85,7.87,8.24,8.22,7.18,7.74,7.6,7.51,7.57,,
Guinea Bissau,25,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.18,1.19,1.21,1.23,1.25,1.27,1.21,1.33,1.34,1.45,1.46,1.38,1.39,1.41,1.43,1.41,1.4,1.38,1.37,1.35,1.33,1.31,1.31,,
Kenya,26,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,26.67,26.83,26.94,28.67,27.15,27.22,27.27,27.31,27.29,30.98,33.41,27.11,27.02,26.85,29.46,27.59,22.73,21.97,19.77,15.82,15.25,12.87,13.46,,
Lesotho,27,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.79,1.86,1.84,1.81,1.8,1.76,1.77,1.71,1.68,1.68,1.69,1.6,1.66,1.55,1.55,1.48,1.43,1.48,1.2,1.27,1.22,1.17,1.19,,
Liberia,28,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,2.88,2.99,3.06,3.12,3.18,3.26,3.37,3.41,3.62,3.74,3.74,3.9,3.79,3.87,3.98,3.82,3.8,3.59,3.75,3.83,3.7,3.67,3.66,,
Libya,29,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.01,0.17,0.27,0.37,0.47,0.57,0.68,0.79,0.9,1.01,1.12,1.22,1.32,1.42,1.52,1.63,1.75,1.87,2.14,2.07,2.04,2.01,2.05,,
Madagascar,30,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,13.78,13.85,14.42,13.77,15.08,15.4,15.71,16.03,16.34,16.99,18.55,18.63,18.17,20,18.16,18.47,19.19,19.41,16.68,18.61,18.83,18.45,18.64,,
Malawi,31,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,10.83,11.09,11.34,11.57,11.8,12.18,12.93,12.82,13.16,13.49,13.85,14.44,14.91,15.09,15.04,15.68,16.1,16.26,15.72,17.51,17.95,17.9,18.44,,
Mali,32,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,9.91,10.07,10.13,10.24,10.36,10.47,11.03,10.71,10.83,11.1,11,11.07,11.91,11.14,11.16,10.9,11.01,12.09,9.38,10.26,10.02,9.74,10.11,,
Mauritania,33,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,2.19,2.17,2.25,2.28,2.3,2.56,2.35,2.22,2.39,2.42,2.38,2.41,2.44,2.46,2.49,2.53,2.53,2.52,2.56,2.57,2.61,2.57,2.57,,
Mauritius,34,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0,0.01,0.01,0,,
Morocco,35,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,8.71,8.29,7.88,7.43,6.58,6.53,1.08,5.56,5.02,4.51,1.39,1.28,1.2,0.95,0.93,0.94,0.78,0,0.69,0.15,0,0,0,,
Mozambique,36,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,16.97,17.53,17.53,18.12,18.14,18.45,18.75,19.44,19.74,20,19.64,19.9,20.23,20.51,20.46,21.29,21.28,22.46,21.03,22.08,22.42,22.76,22.83,,
Namibia,37,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.21,1.24,1.24,1.24,1.23,1.23,1.22,1.17,1.21,1.19,1.21,1.28,1.21,1.22,1.22,1.17,1.25,1.2,1.23,1.23,1.29,1.23,1.23,,
Niger,38,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,10.62,10.78,11.13,11.48,11.85,12.65,12.82,13.03,13.43,13.87,14.19,14.62,15.18,15.63,16.14,16.59,17.16,17.7,18.38,18.89,19.57,20.36,20.91,,
Nigeria,39,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,69.5,70.38,71.28,63.08,72.98,73.92,74.73,73.06,74.72,77.2,82.46,71.83,78.63,76.29,80.82,86.06,75.7,87.04,85.21,89.63,91.94,85.64,85.65,,
Rwanda,40,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,7.53,7.94,8.02,8.04,8.05,8.56,8.16,8.24,9.13,8.42,9.25,9.38,8.9,9.38,9.1,8.98,8.41,8.05,7.75,6.83,7.17,6.86,6.75,,
Sao Tome and Principe,41,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.05,,
Senegal,42,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,6.16,6.19,6.57,6.2,6.92,5.95,5.79,6.16,6.14,5.84,5.62,5.79,5.96,6.07,5.67,5.92,5.47,6.07,5.54,4.96,6.14,5.65,5.82,,
Seychelles,43,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sierra Leone,44,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,4.21,4.34,4.5,4.68,4.53,5.02,5.14,5.23,5.42,5.39,5.72,5.67,5.6,5.99,5.75,5.81,5.89,5.79,5.7,6.09,5.93,5.95,5.91,,
Somalia,45,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,8.82,8.85,8.86,8.87,8.86,8.85,9.09,8.81,8.77,8.72,5.75,5.95,6.15,6.37,6.57,6.79,7,7.06,7.48,7.94,8.07,8.41,8.73,,
South Africa,46,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,12.62,13.82,10.96,10.1,9.36,9.37,9.53,8.98,9.12,8.87,8.87,8.57,7.84,7.96,7.69,8.13,9.02,8.85,8.78,8.71,5.87,6.35,8.1,,
South Sudan,47,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,6.61,6.88,7.13,7.39,7.67,7.98,8.33,8.79,9.14,9.38,9.92,10.16,10.46,10.75,11.04,11.31,11.58,12.05,12.11,12.36,12.62,12.89,13.11,,
Sudan,48,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,20.98,19.73,20.16,20.63,21.07,21.48,21.87,22.24,26.36,23.89,22.01,21.7,21.34,20.97,20.79,20.1,19.59,19.05,18.56,18.03,17.55,17.03,16.81,,
Tanzania,49,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,31.2,31.71,32.24,33.03,33.89,33.97,34.58,35.26,38.29,39.66,39.28,40.82,41.57,42.33,39.96,39.76,37.34,38.91,38.47,37.95,37.73,37.06,36.1,,
Togo,50,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,4.13,4.11,4.13,4.15,4.16,4.18,4.21,4.2,4.2,4.2,4.5,4.03,4.18,4.16,3.93,4.1,4.05,4.05,4,3.89,3.85,3.8,3.76,,
Tunisia,51,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.5,0.26,0.22,0.16,0.1,0.08,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.03,0.02,0.01,0,0,0.02,0,0.01,0.01,0,,
Uganda,52,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,22.26,22.72,23.71,23.83,24.37,26,26.89,26.06,26.63,29.49,29.81,29.97,28.86,32.33,30.91,32.72,30.41,28.98,25.72,26.83,27.32,26.69,26.58,,
Zambia,53,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,8.77,8.64,9.19,9.31,9.35,9.24,9.4,10.37,9.72,9.88,10.8,10.23,10.41,10.59,11.26,11.09,10.72,10.21,10.53,10.34,10.35,10.25,10.34,,
Zimbabwe,54,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,8.1,8.14,8.23,8.2,8.23,8.27,8.24,8.37,8.45,7.82,8.61,9.08,8.24,8.94,10.43,10.46,9.29,9.26,9.23,9.22,8.36,9.21,9.2,,
Algeria,1,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.24,0.31,0.29,0.28,0.27,0.26,0.24,0.22,0.2,0.16,0.13,0.15,0.1,0.08,0,,
Angola,2,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,7.92,7.49,8.12,8.24,8.38,8.52,8.7,8.52,8.48,8.71,8.94,8.88,9.09,9.21,9.51,9.8,9.75,9.82,9.84,9.92,10.01,10.12,10.22,,
Benin,3,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,4.01,4.15,4.15,4.21,4.28,4.34,4.46,4.46,4.52,4.58,4.68,4.61,4.64,4.8,4.73,5.11,4.96,4.93,5.07,5.11,5.17,5.21,3.52,,
Botswana,4,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.71,0.72,0.76,0.68,0.67,0.66,0.65,0.63,0.62,0.65,0.57,0.55,0.55,0.54,0.53,0.53,0.51,0.49,0.51,0.51,0.52,0.52,0.52,,
Burkina Faso,5,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,9.32,9.52,9.72,10,10.14,10.36,10.59,10.84,11.1,11.2,11.58,11.8,12.12,12.45,12.25,12.95,13.15,13.43,13.67,14.07,14.3,14.56,14.54,,
Burundi,6,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,5.84,5.97,6.13,6.31,6.51,6.7,6.91,7.13,7.31,7.57,7.83,8.03,8.21,8.41,8.64,8.86,9.08,9.32,9.56,9.83,10.21,10.41,10.66,,
Cameroon,7,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,7.55,7.27,7.38,7.45,7.11,7.58,6.75,8.65,7.78,7.84,8.12,8.17,8.14,8.13,8.31,8.17,8.22,8.25,7.93,8.32,8.35,8.38,7.91,,
Cape Verde,8,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.14,0.13,0.14,0.12,0.12,0.12,0.11,0.1,0.1,0.09,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.03,0.02,0.01,0.01,0.01,,
Central African Republic,9,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,2.34,2.37,2.41,2.45,2.49,2.53,2.59,2.6,2.55,2.65,2.71,2.71,2.71,2.7,2.69,2.68,2.68,2.69,2.72,2.77,2.79,2.83,2.87,,
Chad,10,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,6.46,6.7,6.95,7.21,7.52,7.75,8,8.26,8.52,8.78,9,8.84,9.6,9.91,10.22,10.8,10.86,11.01,11.54,11.97,12.26,12.61,12.93,,
Comoros,11,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.27,0.27,0.27,0.26,0.26,0.25,0.25,0.24,0.24,0.23,0.18,0.19,0.19,0.2,0.19,0.18,0.17,0.16,0.15,0.14,0.12,0.11,0.09,,
Congo Democratic Republic,12,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,29.82,30.5,31.22,31.98,32.76,33.45,34.39,35.3,35.93,36.77,37.67,38.4,39.51,40.19,41.54,43.19,44.19,45.19,46.19,47.18,48.17,49.15,50.12,,
Congo Republic,13,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.26,1.27,1.29,1.3,1.32,1.35,1.36,1.39,1.42,1.44,1.44,1.47,1.48,1.51,1.52,1.53,1.54,1.56,1.58,1.6,1.61,1.62,1.64,,
Cote d'Ivoire,14,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,7.23,7.25,7.12,7.26,7.26,6.41,6.7,7.28,6.72,7.3,7.32,8.05,8.24,7.4,7.55,7.1,7.52,7.43,7.31,7.21,7.12,7.03,7.12,,
Djibouti,15,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.08,0.08,0.13,0.09,0.09,0.1,0.12,0.11,0.11,0.12,0.12,0.13,0.16,0.14,0.14,0.15,0.15,0.16,0.14,0.13,0.14,0.14,0.14,,
Egypt,16,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.44,1.67,1.58,0.8,1.55,0.39,0.53,1.04,0.14,0.75,0.43,0.39,0.1,0.05,0.16,0.32,0,0,0,0,0,0,0,,
Equatorial Guinea,17,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.2,0.21,0.21,0.22,0.23,0.24,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.36,0.37,0.38,0.38,,
Eritrea,18,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,2.21,2.24,2.23,2.29,2.31,2.33,2.33,2.33,2.31,2.3,2.28,2.27,2.25,2.23,2.22,2.2,2.18,2.16,2.14,2.12,2.1,2.07,2.09,,
Eswatini,19,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.74,0.68,0.7,0.68,0.66,0.64,0.64,0.6,0.58,0.65,0.56,0.52,0.5,0.47,0.41,0.41,0.43,0.32,0.32,0.29,0.26,0.23,0.21,,
Ethiopia,20,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,55.77,57.96,59.6,60.58,61.1,64.29,62,62.37,62.71,62.95,63.16,66.97,63.48,63.51,69.41,68,55.47,57.71,57.51,55.53,53.51,51.37,52.05,,
Gabon,21,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.23,0.2,0.2,0.2,0.2,0.18,0.2,0.2,0.2,0.2,0.12,0.14,0.16,0.16,0.19,0.19,0.18,0.18,0.17,0.17,0.16,0.15,0.15,,
Gambia,22,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.52,0.59,0.59,0.66,0.59,0.66,0.6,0.6,0.6,0.6,0.57,0.57,0.57,0.55,0.57,0.57,0.57,0.66,0.55,0.55,0.59,0.6,0.6,,
Ghana,23,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,9.04,8.89,8.74,8.4,8.43,10.45,7.89,7.88,7.46,7.42,5.39,7.08,9.42,6.12,4.52,5.45,4.26,4.46,4.1,3.91,3.53,3.43,3.76,,
Guinea,24,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,6.06,6.17,6.24,6.32,6.42,6.45,6.52,6.57,6.63,6.68,6.74,6.79,7.33,6.9,6.96,7.03,7.46,7.46,6.55,7.06,7,6.97,7.1,,
Guinea Bissau,25,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.79,0.8,0.81,0.83,0.84,0.85,0.85,0.88,0.89,0.9,0.91,0.91,0.91,0.91,0.95,0.93,0.93,0.93,0.94,0.94,0.95,0.96,0.97,,
Kenya,26,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,23.53,23.64,23.74,25.12,23.9,23.97,24,24.05,24.06,27.79,29.33,24,23.93,23.83,25.78,24.93,20.73,19.78,17.99,14.5,14.37,12.46,13.46,,
Lesotho,27,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.47,1.5,1.47,1.51,1.49,1.46,1.48,1.42,1.39,1.4,1.47,1.38,1.44,1.33,1.33,1.28,1.23,1.29,1.01,1.1,1.07,1.03,1.04,,
Liberia,28,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.61,1.65,1.68,1.7,1.72,1.76,1.81,1.87,1.93,1.99,2.04,2.08,2.09,2.11,2.13,2.14,2.2,2.16,2.19,2.21,2.25,2.28,2.14,,
Libya,29,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,0.01,0.16,0.26,0.36,0.47,0.57,0.68,0.79,0.9,1.01,1.12,1.22,1.32,1.19,1.18,1.17,1.17,1.17,1.19,1.2,1.2,1.2,1.19,,
Madagascar,30,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,11.46,11.28,12.08,11.49,12.67,12.92,13.16,13.42,13.67,13.96,14.22,14.39,14.65,14.89,15.18,15.44,15.73,15.92,13.86,14.58,15.88,15.4,15.63,,
Malawi,31,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,9.65,9.85,10.08,10.42,10.48,10.84,11.38,11.43,11.75,12.06,12.31,12.78,13.31,13.4,13.56,14.21,14.37,14.94,14.06,15.66,16.16,16.21,16.6,,
Mali,32,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,7.85,8,8.03,8.13,8.24,8.37,8.75,8.63,8.76,8.93,9.01,9.68,9.36,9.81,9.85,9.72,9.76,9.84,8.22,9.49,9.47,9.44,9.59,,
Mauritania,33,Unknown,Millions of people,Electricity,Unknown,Unknown,https://africa-energy-portal.org/database,Africa Energy Portal,1.63,1.63,1.67,1.7,1.72,1.79,1.77,1.79,1.81,1.84,1.89,1.92,1.96,2,2.02,1.97,2,2.01,2.05,2.07,2.11,2.08,2.1,,
