,country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
694,South Sudan,47,Electricity installed capacity in Non-renewable energy,MW,Electricity,Technical,Electricity installed capacity in Non-renewable energy (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,80.0,80.0,80.0,80.0,80.0,131.4,131.4,164.4,164.4,165.4,166.4
695,Sudan,48,Electricity installed capacity in Non-renewable energy,MW,Electricity,Technical,Electricity installed capacity in Non-renewable energy (MW),https://africa-energy-portal.org/database,Africa Energy Portal,273.0,273.0,297.0,678.0,972.0,972.0,1019.0,1039.0,1517.0,1517.0,1772.0,1772.0,1772.0,1772.0,1772.0,1774.0,1810.0,1810.0,1932.0,1935.0,1935.0,1935.0,1935.0
696,Tanzania,49,Electricity installed capacity in Non-renewable energy,MW,Electricity,Technical,Electricity installed capacity in Non-renewable energy (MW),https://africa-energy-portal.org/database,Africa Energy Portal,152.38,152.38,252.38,252.38,252.38,331.52,331.52,433.52,458.99,503.99,518.78,801.28,962.87,1026.72,976.72,926.72,1076.72,1076.72,1317.68,1317.68,1317.68,1317.68,1317.68
697,Togo,50,Electricity installed capacity in Non-renewable energy,MW,Electricity,Technical,Electricity installed capacity in Non-renewable energy (MW),https://africa-energy-portal.org/database,Africa Energy Portal,20.0,20.0,20.0,20.0,41.25,42.33,42.33,42.33,42.33,42.33,172.33,172.33,172.33,172.33,172.33,172.33,172.33,172.33,172.33,172.33,172.33,219.33,219.33
698,Tunisia,51,Electricity installed capacity in Non-renewable energy,MW,Electricity,Technical,Electricity installed capacity in Non-renewable energy (MW),https://africa-energy-portal.org/database,Africa Energy Portal,2784.0,2784.0,2784.0,2861.0,2979.0,3218.0,3252.0,3232.0,3573.0,3690.0,3693.0,4101.0,4041.0,4270.0,4695.0,4649.0,4902.0,5007.0,4774.0,5070.0,5622.0,5622.0,6072.0
699,Uganda,52,Electricity installed capacity in Non-renewable energy,MW,Electricity,Technical,Electricity installed capacity in Non-renewable energy (MW),https://africa-energy-portal.org/database,Africa Energy Portal,3.0,3.0,3.0,3.0,3.0,50.0,100.0,100.0,200.0,150.0,170.0,170.0,120.0,100.0,136.0,136.0,136.0,137.08,102.68,102.68,101.08,101.08,101.08
700,Zambia,53,Electricity installed capacity in Non-renewable energy,MW,Electricity,Technical,Electricity installed capacity in Non-renewable energy (MW),https://africa-energy-portal.org/database,Africa Energy Portal,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.8,86.58,86.58,86.58,86.58,86.58,70.57,140.82,172.0,468.6,528.6,523.6,523.6,523.6,524.8,524.8
701,Zimbabwe,54,Electricity installed capacity in Non-renewable energy,MW,Electricity,Technical,Electricity installed capacity in Non-renewable energy (MW),https://africa-energy-portal.org/database,Africa Energy Portal,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.75,1200.75,1200.75,1200.75,1200.75,1250.75
702,Algeria,1,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,5846.21,5842.7,6333.81,6465.24,6757.24,7576.02,8017.26,8629.46,8740.33,11565.66,11751.09,11857.06,13317.88,15632.26,16491.36,17733.73,19574.4,19995.9,21583.9,23923.5,24763.5,25219.5,26019.5
703,Angola,2,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,194.2,197.4,197.4,197.4,199.4,199.4,200.42,230.42,232.52,232.52,388.52,543.82,831.32,1204.02,1318.52,1376.52,1384.52,2336.86,2336.86,2356.86,2356.86,2356.86,2356.86
704,Benin,3,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,56.0,60.0,60.0,60.0,60.0,61.0,142.0,169.0,193.0,144.0,98.0,99.0,61.0,139.89,100.0,100.0,200.0,200.0,174.0,301.0,301.0,301.0,301.0
705,Botswana,4,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,227.0,227.0,317.0,317.0,317.0,917.0,917.0,917.0,917.0,917.0,917.0,917.0,917.0,917.0
706,Burkina Faso,5,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,48.0,48.0,48.0,150.0,181.0,204.0,226.0,223.0,224.0,224.0,210.0,272.0,329.0,218.0,256.0,296.0,293.0,289.16,289.16,339.16,339.16,389.16,389.16
707,Burundi,6,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,15.5,15.5,20.5,20.5,20.5,20.5,50.5,50.5,50.5,50.5,50.5,50.5
708,Cameroon,7,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,71.0,70.0,142.5,142.5,152.5,157.5,182.5,202.5,217.9,303.0,284.1,268.3,368.3,538.75,538.75,592.45,592.45,705.0,705.0,705.0,705.0,706.36,706.36
709,Cape Verde,8,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,76.11,76.11,76.11,76.11,77.19,77.03,68.22,72.02,86.39,83.24,92.32,99.64,123.04,108.36,108.36,145.33,143.34,143.34,140.94,133.5,141.9,141.9,165.0
710,Central African Republic,9,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,21.0,21.0,21.0,21.0,21.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,72.0,72.0
711,Chad,10,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,29.0,29.0,29.0,151.0,153.0,155.0,155.0,177.0,177.0,177.0,177.0,177.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0
712,Comoros,11,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,12.7,12.7,11.3,11.6,24.05,17.5,16.3,14.04,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6
713,Congo Democratic Republic,12,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,29.0,39.0,26.0,28.0,28.0,29.0,29.0,29.0,31.84,31.84,31.84,31.84,75.57
714,Congo Republic,13,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,28.0,28.0,53.0,53.0,53.0,53.0,53.0,110.5,110.5,110.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,426.66,426.66,426.66,596.66,596.66,596.66
715,Cote d'Ivoire,14,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,625.14,625.14,625.14,625.14,625.14,625.14,625.14,625.14,625.14,625.14,814.14,814.14,851.14,951.14,1066.14,1210.14,1325.14,1325.14,1325.14,1355.14,1355.14,1395.14,1576.14
716,Djibouti,15,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,85.0,100.0,110.0,112.0,118.0,118.0,118.0,118.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,123.0,123.0,123.0,123.0,123.0,123.0
717,Egypt,16,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,14356.0,14349.0,14181.0,15917.0,16535.0,18169.0,19619.0,20119.0,20960.0,22119.0,24245.0,26275.0,28000.0,29215.0,29215.0,31661.9,35266.0,41396.15,50942.5,52743.8,53242.89,53359.8,53359.8
718,Equatorial Guinea,17,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,30.2,30.2,30.2,30.2,30.2,30.2,30.2,54.2,54.2,54.2,74.2,74.2,222.2,222.2,222.2,222.2,246.2,270.2,273.97,273.97,273.97,273.97,273.97
719,Eritrea,18,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,164.0,164.0,164.0,166.0,166.0,166.0,166.0,166.0,138.95,138.95,138.95,139.0,139.0,139.0,139.0,159.0,159.0,205.0,206.0,206.0,206.0,206.0,206.0
720,Eswatini,19,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9
721,Ethiopia,20,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,160.75,209.65,195.29,136.98,196.38,196.46,197.01,153.75,202.65,188.29,129.0,189.0,189.0,190.0,190.0,143.0,99.2,99.2,87.0,104.0,104.0,104.0,104.0
722,Gabon,21,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,173.2,173.2,171.6,176.0,176.0,174.0,176.0,210.0,204.0,203.0,226.0,229.0,280.0,273.0,268.0,269.6,295.7,289.0,279.47,279.47,279.47,279.47,279.47
723,Gambia,22,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,29.0,29.0,32.0,35.0,40.0,44.0,48.0,53.0,53.0,62.0,74.0,74.0,74.0,91.4,91.4,91.4,91.4,91.4,102.0,102.0,102.0,120.0,120.0
724,Ghana,23,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,580.0,580.0,580.0,580.0,550.0,550.0,550.0,755.0,801.0,790.0,1034.5,989.5,1099.5,1231.5,1231.5,1606.5,2188.5,2992.5,3113.0,3473.0,3638.5,3848.5,3913.5
725,Guinea,24,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,208.0,208.0,208.0,208.0,208.0,208.0,208.0,216.0,191.0,195.0,124.0,77.2,86.6,210.6,210.6,235.6,226.0,243.0,247.0,226.8,376.0,428.0,428.0
726,Guinea Bissau,25,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,21.0,21.0,21.0,22.0,22.0,22.0,23.0,23.0,27.2,27.2,27.2,27.2,27.2,27.2,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
727,Kenya,26,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,233.0,233.0,233.0,407.0,407.0,349.3,289.8,389.3,442.7,445.9,484.2,570.5,570.6,577.4,671.1,827.82,833.82,802.52,806.72,807.02,749.32,750.42,681.9
728,Lesotho,27,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,0.82,0.82,0.82,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.14,0.14
729,Liberia,28,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,70.0,70.0,70.0,70.0,73.0,73.0,73.0,78.0,78.0,78.0,87.4,91.0,91.0,92.6,92.6,92.6,98.0,98.0,98.0,98.0,98.0,98.0,98.0
730,Libya,29,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,4253.0,4253.0,4418.0,4418.0,4418.0,5042.0,5042.0,5792.0,5792.0,5792.0,8669.0,8669.0,8669.0,9169.0,9619.0,9619.0,9713.0,10238.0,10511.0,10511.0,10511.0,10811.0,10996.0
731,Madagascar,30,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,122.0,122.0,122.0,142.0,167.0,197.0,235.17,243.12,282.2,282.2,379.22,379.22,379.22,379.0,514.0,514.0,514.0,574.0,622.0,622.0,622.0,622.0,622.0
732,Malawi,31,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,38.11,38.11,38.11,23.11,33.81,33.81,33.81,33.81,18.81,26.97,26.97,27.77,27.77,27.77,27.77,26.77,35.87,94.27,120.27,132.1,132.1,132.1,132.1
733,Mali,32,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,208.0,208.0,208.0,208.0,208.0,208.0,208.0,216.0,191.0,206.5,229.4,290.7,291.2,333.2,352.0,357.2,419.5,459.3,458.9,471.0,482.1,486.7,509.6
734,Mauritania,33,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,123.0,123.0,133.0,135.0,145.0,145.0,156.0,156.0,172.1,182.1,212.1,212.1,212.1,225.1,233.85,413.85,413.85,413.85,449.75,464.63,464.63,504.63,504.63
735,Mauritius,34,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,468.42,498.27,495.27,494.58,498.48,524.28,563.88,595.83,574.97,585.47,614.88,606.85,632.3,631.7,623.4,621.1,641.8,711.8,640.0,640.0,640.0,640.0,640.0
736,Morocco,35,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,3168.0,3168.0,3189.0,3189.0,3302.0,3917.0,3917.0,3917.0,3917.0,4633.0,4800.0,4800.0,5115.0,5525.0,5875.0,5875.0,5947.0,6314.0,7701.0,7440.4,7140.4,7365.4,7140.0
737,Mozambique,36,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,24.88,24.88,26.34,27.84,27.84,27.84,27.84,40.49,44.09,44.09,44.09,42.74,150.64,277.54,323.54,528.64,508.64,508.64,614.44,637.44,637.44,637.44,638.44
738,Namibia,37,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,155.6,155.6,178.91,178.91,178.91,208.91,208.91,183.31,183.31,183.31,183.31,183.31,183.31,183.31
739,Niger,38,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,182.6,182.6,182.6,182.6,182.6,182.6,182.6,182.6,182.6,182.6,182.6,226.6,256.6,256.6,256.6,256.6,256.6,336.6,336.6,352.6,352.6,352.6,448.6
740,Nigeria,39,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,3500.0,3500.0,3500.0,4700.0,4700.0,4900.0,5502.0,6022.0,6531.0,6764.0,6487.0,6972.0,6972.0,7892.0,8458.0,8458.0,10403.0,10433.0,10894.0,10936.5,11001.7,11010.2,11015.2
741,Rwanda,40,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,2.64,2.64,2.64,2.64,2.64,15.14,30.14,30.14,30.14,53.74,53.74,53.74,53.74,53.74,53.74,99.14,114.14,114.14,114.14,114.14,114.14,114.14,149.14
742,Sao Tome and Principe,41,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,1.28,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,5.48,12.28,14.68,14.68,14.68,16.78,21.6,27.6,27.6,27.6,28.3,28.3,28.3,28.3
743,Senegal,42,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,404.4,407.5,407.5,410.5,410.5,411.5,456.9,456.9,541.5,534.5,531.5,532.9,539.0,561.6,578.0,579.0,703.5,703.5,978.7,968.7,968.7,968.7,1088.7
744,Seychelles,43,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,88.5,89.79,83.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,89.29,84.29,84.42,87.15,103.86,104.43,102.5,108.87,106.08,106.08,106.08
745,Sierra Leone,44,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,21.28,36.54,36.54,36.54,45.2,72.7,72.7,72.7,102.7,138.7,138.7,138.7,138.7
746,Somalia,45,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,60.0,60.0,60.0,66.0,66.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,100.0,100.0,100.0,106.0,106.0
747,South Africa,46,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,34700.99,36839.99,36839.99,36839.99,36839.99,37440.0,37636.0,40300.3,41385.3,41485.3,41585.3,42090.3,42465.3,42555.3,44314.0,44314.0,45901.0,46904.0,48282.99,48281.0,50574.4,52124.4,52130.4
748,South Sudan,47,Electricity installed capacity in Nuclear,MW,Electricity,Technical,Electricity installed capacity in Nuclear (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,80.0,80.0,80.0,80.0,80.0,131.4,131.4,164.4,164.4,165.4,166.4
